,ano,mês,dia,despesas,favorecido
0,2016.0,Sep,1.0,2000.0,salário e auxílio alimentação
1,2016.0,Sep,2.0,363.0,ração e agropecuária
2,2016.0,Sep,2.0,10.0,transporte
3,2016.0,Sep,2.0,143.57,transporte
4,2016.0,Sep,2.0,50.0,outros
5,2016.0,Sep,2.0,4260.0,salário e auxílio alimentação
6,2016.0,Sep,5.0,80.0,transporte
7,2016.0,Sep,5.0,12.9,salário e auxílio alimentação
8,2016.0,Sep,5.0,40.0,outros
9,2016.0,Sep,5.0,63.0,"taxas, tarifas e impostos"
10,2016.0,Sep,6.0,269.0,ração e agropecuária
11,2016.0,Sep,6.0,15.0,transporte
12,2016.0,Sep,8.0,20.0,outros
13,2016.0,Sep,9.0,413.0,ração e agropecuária
14,2016.0,Sep,9.0,13.0,medicações e veterinário
15,2016.0,Sep,12.0,360.0,ração e agropecuária
16,2016.0,Sep,12.0,100.0,transporte
17,2016.0,Sep,12.0,100.0,outros
18,2016.0,Sep,12.0,82.5,hospedagem e manutenção de canis
19,2016.0,Sep,14.0,10.0,outros
20,2016.0,Sep,15.0,39.9,ração e agropecuária
21,2016.0,Sep,15.0,70.0,outros
22,2016.0,Sep,16.0,290.0,hospedagem e manutenção de canis
23,2016.0,Sep,19.0,100.0,transporte
24,2016.0,Sep,19.0,144.0,ração e agropecuária
25,2016.0,Sep,19.0,120.0,outros
26,2016.0,Sep,20.0,140.0,ração e agropecuária
27,2016.0,Sep,21.0,92.2,ração e agropecuária
28,2016.0,Sep,21.0,450.0,outros
29,2016.0,Sep,21.0,10000.0,medicações e veterinário
30,2016.0,Sep,21.0,8.6,"taxas, tarifas e impostos"
31,2016.0,Sep,22.0,212.9,ração e agropecuária
32,2016.0,Sep,22.0,100.0,outros
33,2016.0,Sep,26.0,100.0,transporte
34,2016.0,Sep,26.0,200.0,outros
35,2016.0,Sep,27.0,30.0,transporte
36,2016.0,Sep,27.0,15.0,outros
37,2016.0,Sep,28.0,100.0,transporte
38,2016.0,Sep,28.0,54.9,ração e agropecuária
39,2016.0,Sep,29.0,900.0,outros
40,2016.0,Sep,29.0,440.0,"bazar, divulgação e tecnologias"
41,2016.0,Sep,29.0,8.6,"taxas, tarifas e impostos"
42,2016.0,Sep,30.0,213.9,ração e agropecuária
43,2016.0,Sep,30.0,475.0,outros
44,2016.0,Sep,6.0,350.0,ração e agropecuária
45,2016.0,Sep,6.0,150.0,transporte
46,2016.0,Sep,6.0,425.96,transporte
47,2016.0,Sep,6.0,440.0,outros
48,2016.0,Sep,6.0,1587.22,transporte
49,2016.0,Sep,6.0,3000.0,salário e auxílio alimentação
50,2016.0,Sep,8.0,100.0,transporte
51,2016.0,Sep,8.0,100.0,salário e auxílio alimentação
52,2016.0,Sep,8.0,70.0,salário e auxílio alimentação
53,2016.0,Sep,9.0,50.0,transporte
54,2016.0,Sep,16.0,50.0,transporte
55,2016.0,Sep,20.0,2901.6,"taxas, tarifas e impostos"
56,2016.0,Sep,20.0,274.39,"taxas, tarifas e impostos"
57,2016.0,Sep,,9499.17,"taxas, tarifas e impostos"
58,2016.0,Oct,3.0,120.0,transporte
59,2016.0,Oct,3.0,2100.0,salário e auxílio alimentação
60,2016.0,Oct,3.0,60.0,salário e auxílio alimentação
61,2016.0,Oct,3.0,3000.0,salário e auxílio alimentação
62,2016.0,Oct,3.0,1587.22,transporte
63,2016.0,Oct,4.0,150.0,transporte
64,2016.0,Oct,4.0,50.0,transporte
65,2016.0,Oct,4.0,160.0,salário e auxílio alimentação
66,2016.0,Oct,4.0,50.0,transporte
67,2016.0,Oct,4.0,4100.0,salário e auxílio alimentação
68,2016.0,Oct,4.0,160.0,salário e auxílio alimentação
69,2016.0,Oct,5.0,7300.0,medicações e veterinário
70,2016.0,Oct,5.0,8.6,"taxas, tarifas e impostos"
71,2016.0,Oct,5.0,63.0,"taxas, tarifas e impostos"
72,2016.0,Oct,6.0,160.03,transporte
73,2016.0,Oct,6.0,62.8,suprimentos
74,2016.0,Oct,6.0,200.0,salário e auxílio alimentação
75,2016.0,Oct,6.0,440.0,outros
76,2016.0,Oct,7.0,80.0,transporte
77,2016.0,Oct,7.0,1000.0,"bazar, divulgação e tecnologias"
78,2016.0,Oct,7.0,220.0,"bazar, divulgação e tecnologias"
79,2016.0,Oct,10.0,425.96,transporte
80,2016.0,Oct,10.0,100.0,transporte
81,2016.0,Oct,10.0,53.5,transporte
82,2016.0,Oct,10.0,270.0,ração e agropecuária
83,2016.0,Oct,10.0,144.67,transporte
84,2016.0,Oct,11.0,210.8,ração e agropecuária
85,2016.0,Oct,11.0,43.5,ração e agropecuária
86,2016.0,Oct,11.0,400.0,"bazar, divulgação e tecnologias"
87,2016.0,Oct,13.0,3060.0,ração e agropecuária
88,2016.0,Oct,13.0,1178.35,ração e agropecuária
89,2016.0,Oct,13.0,69.71,transporte
90,2016.0,Oct,13.0,150.0,transporte
91,2016.0,Oct,13.0,52.0,hospedagem e manutenção de canis
92,2016.0,Oct,14.0,148.2,ração e agropecuária
93,2016.0,Oct,14.0,50.0,outros
94,2016.0,Oct,14.0,190.0,hospedagem e manutenção de canis
95,2016.0,Oct,17.0,152.63,transporte
96,2016.0,Oct,17.0,20.82,medicações e veterinário
97,2016.0,Oct,17.0,89.4,ração e agropecuária
98,2016.0,Oct,17.0,250.0,ração e agropecuária
99,2016.0,Oct,17.0,2901.6,"taxas, tarifas e impostos"
100,2016.0,Oct,17.0,274.39,"taxas, tarifas e impostos"
101,2016.0,Oct,18.0,101.9,medicações e veterinário
102,2016.0,Oct,18.0,20.0,transporte
103,2016.0,Oct,18.0,150.0,salário e auxílio alimentação
104,2016.0,Oct,19.0,151.46,transporte
105,2016.0,Oct,19.0,150.0,transporte
106,2016.0,Oct,20.0,440.0,outros
107,2016.0,Oct,24.0,160.02,transporte
108,2016.0,Oct,24.0,165.0,ração e agropecuária
109,2016.0,Oct,24.0,72.32,transporte
110,2016.0,Oct,25.0,107.91,suprimentos
111,2016.0,Oct,25.0,185.0,outros
112,2016.0,Oct,25.0,110.0,outros
113,2016.0,Oct,25.0,250.0,outros
114,2016.0,Oct,25.0,150.0,transporte
115,2016.0,Oct,25.0,550.0,outros
116,2016.0,Oct,25.0,8.6,"taxas, tarifas e impostos"
117,2016.0,Oct,25.0,32.15,"taxas, tarifas e impostos"
118,2016.0,Oct,26.0,39.1,ração e agropecuária
119,2016.0,Oct,26.0,147.92,suprimentos
120,2016.0,Oct,26.0,150.0,"bazar, divulgação e tecnologias"
121,2016.0,Oct,26.0,100.0,outros
122,2016.0,Oct,26.0,200.0,outros
123,2016.0,Oct,27.0,44.6,outros
124,2016.0,Oct,27.0,31.16,outros
125,2016.0,Oct,27.0,170.02,transporte
126,2016.0,Oct,27.0,87.15,medicações e veterinário
127,2016.0,Oct,28.0,150.0,outros
128,2016.0,Oct,28.0,160.0,hospedagem e manutenção de canis
129,2016.0,Oct,28.0,8.6,"taxas, tarifas e impostos"
130,2016.0,Oct,28.0,2.0,"taxas, tarifas e impostos"
131,2016.0,Oct,31.0,100.02,transporte
132,2016.0,Oct,31.0,35.83,medicações e veterinário
133,2016.0,Oct,31.0,150.0,transporte
134,2016.0,Oct,31.0,190.06,medicações e veterinário
135,2016.0,Nov,1.0,100.0,transporte
136,2016.0,Nov,1.0,160.0,salário e auxílio alimentação
137,2016.0,Nov,1.0,60.0,salário e auxílio alimentação
138,2016.0,Nov,1.0,4100.0,salário e auxílio alimentação
139,2016.0,Nov,1.0,160.0,salário e auxílio alimentação
140,2016.0,Nov,1.0,2100.0,salário e auxílio alimentação
141,2016.0,Nov,1.0,2500.0,salário e auxílio alimentação
142,2016.0,Nov,1.0,2.0,"taxas, tarifas e impostos"
143,2016.0,Nov,3.0,50.23,transporte
144,2016.0,Nov,3.0,39.9,ração e agropecuária
145,2016.0,Nov,3.0,118.9,ração e agropecuária
146,2016.0,Nov,7.0,257.0,ração e agropecuária
147,2016.0,Nov,7.0,80.0,transporte
148,2016.0,Nov,7.0,138.24,transporte
149,2016.0,Nov,7.0,150.0,transporte
150,2016.0,Nov,7.0,500.0,salário e auxílio alimentação
151,2016.0,Nov,7.0,1587.22,transporte
152,2016.0,Nov,7.0,270.0,"bazar, divulgação e tecnologias"
153,2016.0,Nov,7.0,232.5,"bazar, divulgação e tecnologias"
154,2016.0,Nov,7.0,63.0,"taxas, tarifas e impostos"
155,2016.0,Nov,8.0,170.97,transporte
156,2016.0,Nov,8.0,100.0,ração e agropecuária
157,2016.0,Nov,8.0,275.0,ração e agropecuária
158,2016.0,Nov,8.0,95.0,transporte
159,2016.0,Nov,8.0,150.0,transporte
160,2016.0,Nov,8.0,74331.0,"taxas, tarifas e impostos"
161,2016.0,Nov,8.0,8.6,outros
162,2016.0,Nov,9.0,150.0,medicações e veterinário
163,2016.0,Nov,9.0,28.0,ração e agropecuária
164,2016.0,Nov,9.0,6000.0,"taxas, tarifas e impostos"
165,2016.0,Nov,10.0,200.0,suprimentos
166,2016.0,Nov,10.0,51.4,suprimentos
167,2016.0,Nov,10.0,41.25,salário e auxílio alimentação
168,2016.0,Nov,10.0,426.6,transporte
169,2016.0,Nov,11.0,19.75,medicações e veterinário
170,2016.0,Nov,14.0,19.84,salário e auxílio alimentação
171,2016.0,Nov,14.0,142.29,transporte
172,2016.0,Nov,14.0,501.48,outros
173,2016.0,Nov,14.0,548.52,"bazar, divulgação e tecnologias"
174,2016.0,Nov,16.0,135.3,transporte
175,2016.0,Nov,16.0,21.19,"bazar, divulgação e tecnologias"
176,2016.0,Nov,16.0,150.0,salário e auxílio alimentação
177,2016.0,Nov,16.0,200.0,medicações e veterinário
178,2016.0,Nov,16.0,190.0,hospedagem e manutenção de canis
179,2016.0,Nov,16.0,150.0,transporte
180,2016.0,Nov,16.0,1.7,"taxas, tarifas e impostos"
181,2016.0,Nov,17.0,200.0,outros
182,2016.0,Nov,18.0,63.0,suprimentos
183,2016.0,Nov,18.0,292.0,medicações e veterinário
184,2016.0,Nov,18.0,274.39,"taxas, tarifas e impostos"
185,2016.0,Nov,18.0,2901.6,"taxas, tarifas e impostos"
186,2016.0,Nov,21.0,148.2,ração e agropecuária
187,2016.0,Nov,21.0,162.99,transporte
188,2016.0,Nov,21.0,31.9,suprimentos
189,2016.0,Nov,21.0,50.0,transporte
190,2016.0,Nov,21.0,280.0,outros
191,2016.0,Nov,21.0,150.0,transporte
192,2016.0,Nov,21.0,531.66,outros
193,2016.0,Nov,22.0,130.81,transporte
194,2016.0,Nov,23.0,1253.0,"bazar, divulgação e tecnologias"
195,2016.0,Nov,23.0,38.5,ração e agropecuária
196,2016.0,Nov,23.0,100.0,hospedagem e manutenção de canis
197,2016.0,Nov,23.0,1500.0,medicações e veterinário
198,2016.0,Nov,24.0,150.01,transporte
199,2016.0,Nov,24.0,1500.0,medicações e veterinário
200,2016.0,Nov,28.0,148.2,ração e agropecuária
201,2016.0,Nov,28.0,24.0,medicações e veterinário
202,2016.0,Nov,28.0,75.0,ração e agropecuária
203,2016.0,Nov,28.0,158.65,transporte
204,2016.0,Nov,28.0,44.89,suprimentos
205,2016.0,Nov,28.0,200.0,outros
206,2016.0,Nov,28.0,350.0,outros
207,2016.0,Nov,29.0,915.0,hospedagem e manutenção de canis
208,2016.0,Nov,29.0,85.0,medicações e veterinário
209,2016.0,Nov,30.0,33.8,outros
210,2016.0,Nov,30.0,84.9,ração e agropecuária
211,2016.0,Nov,30.0,45.9,"bazar, divulgação e tecnologias"
212,2016.0,Nov,30.0,25.95,salário e auxílio alimentação
213,2016.0,Nov,30.0,400.0,medicações e veterinário
214,2016.0,Dec,1.0,50.0,transporte
215,2016.0,Dec,1.0,4100.0,salário e auxílio alimentação
216,2016.0,Dec,1.0,2000.0,salário e auxílio alimentação
217,2016.0,Dec,1.0,3000.0,salário e auxílio alimentação
218,2016.0,Dec,1.0,1587.22,transporte
219,2016.0,Dec,1.0,2.0,"taxas, tarifas e impostos"
220,2016.0,Dec,2.0,138.57,transporte
221,2016.0,Dec,2.0,86.0,ração e agropecuária
222,2016.0,Dec,5.0,78.87,suprimentos
223,2016.0,Dec,5.0,248.8,ração e agropecuária
224,2016.0,Dec,5.0,153.03,transporte
225,2016.0,Dec,5.0,342.0,ração e agropecuária
226,2016.0,Dec,5.0,100.0,salário e auxílio alimentação
227,2016.0,Dec,5.0,160.0,salário e auxílio alimentação
228,2016.0,Dec,5.0,160.0,salário e auxílio alimentação
229,2016.0,Dec,5.0,60.0,salário e auxílio alimentação
230,2016.0,Dec,5.0,4365.89,ração e agropecuária
231,2016.0,Dec,5.0,531.66,outros
232,2016.0,Dec,5.0,63.0,"taxas, tarifas e impostos"
233,2016.0,Dec,7.0,13.3,salário e auxílio alimentação
234,2016.0,Dec,7.0,100.0,salário e auxílio alimentação
235,2016.0,Dec,7.0,50.0,salário e auxílio alimentação
236,2016.0,Dec,7.0,232.5,"bazar, divulgação e tecnologias"
237,2016.0,Dec,8.0,172.9,transporte
238,2016.0,Dec,8.0,496.0,"bazar, divulgação e tecnologias"
239,2016.0,Dec,9.0,150.0,transporte
240,2016.0,Dec,12.0,145.0,transporte
241,2016.0,Dec,12.0,172.34,medicações e veterinário
242,2016.0,Dec,12.0,19.8,outros
243,2016.0,Dec,13.0,7.86,outros
244,2016.0,Dec,14.0,174.73,transporte
245,2016.0,Dec,14.0,100.0,outros
246,2016.0,Dec,15.0,620.0,"bazar, divulgação e tecnologias"
247,2016.0,Dec,15.0,190.0,hospedagem e manutenção de canis
248,2016.0,Dec,19.0,170.0,transporte
249,2016.0,Dec,19.0,22.6,"bazar, divulgação e tecnologias"
250,2016.0,Dec,19.0,35.14,salário e auxílio alimentação
251,2016.0,Dec,20.0,158.95,transporte
252,2016.0,Dec,20.0,3337.36,"taxas, tarifas e impostos"
253,2016.0,Dec,20.0,481.51,"taxas, tarifas e impostos"
254,2016.0,Dec,21.0,16.0,outros
255,2016.0,Dec,21.0,5000.0,medicações e veterinário
256,2016.0,Dec,21.0,8.6,outros
257,2016.0,Dec,22.0,699.0,"bazar, divulgação e tecnologias"
258,2016.0,Dec,23.0,158.39,transporte
259,2016.0,Dec,23.0,29.5,outros
260,2016.0,Dec,23.0,22.3,ração e agropecuária
261,2016.0,Dec,23.0,100.0,salário e auxílio alimentação
262,2016.0,Dec,23.0,50.0,salário e auxílio alimentação
263,2016.0,Dec,23.0,120.0,hospedagem e manutenção de canis
264,2016.0,Dec,27.0,154.08,transporte
265,2016.0,Dec,27.0,384.0,ração e agropecuária
266,2016.0,Dec,27.0,50.0,ração e agropecuária
267,2016.0,Dec,27.0,8000.0,"taxas, tarifas e impostos"
268,2016.0,Dec,27.0,1738.27,"taxas, tarifas e impostos"
269,2016.0,Dec,27.0,8.6,outros
270,2016.0,Dec,29.0,26.65,"bazar, divulgação e tecnologias"
271,2017.0,Jan,2.0,151.03,transporte
272,2017.0,Jan,2.0,4100.0,salário e auxílio alimentação
273,2017.0,Jan,2.0,2000.0,salário e auxílio alimentação
274,2017.0,Jan,2.0,350.0,outros
275,2017.0,Jan,2.0,60.0,transporte
276,2017.0,Jan,2.0,3000.0,salário e auxílio alimentação
277,2017.0,Jan,2.0,5457.37,ração e agropecuária
278,2017.0,Jan,2.0,1587.22,transporte
279,2017.0,Jan,2.0,8.6,"taxas, tarifas e impostos"
280,2017.0,Jan,2.0,8.6,"taxas, tarifas e impostos"
281,2017.0,Jan,4.0,139.31,transporte
282,2017.0,Jan,4.0,166.9,medicações e veterinário
283,2017.0,Jan,4.0,908.5,medicações e veterinário
284,2017.0,Jan,4.0,160.0,salário e auxílio alimentação
285,2017.0,Jan,4.0,160.0,salário e auxílio alimentação
286,2017.0,Jan,5.0,50.03,transporte
287,2017.0,Jan,5.0,160.0,salário e auxílio alimentação
288,2017.0,Jan,5.0,50.0,outros
289,2017.0,Jan,5.0,63.0,"taxas, tarifas e impostos"
290,2017.0,Jan,6.0,440.0,outros
291,2017.0,Jan,6.0,9.5,outros
292,2017.0,Jan,6.0,150.0,hospedagem e manutenção de canis
293,2017.0,Jan,9.0,172.06,transporte
294,2017.0,Jan,10.0,121.04,transporte
295,2017.0,Jan,10.0,130.0,suprimentos
296,2017.0,Jan,10.0,90.0,salário e auxílio alimentação
297,2017.0,Jan,11.0,125.03,transporte
298,2017.0,Jan,11.0,150.0,salário e auxílio alimentação
299,2017.0,Jan,12.0,5.0,transporte
300,2017.0,Jan,12.0,200.0,outros
301,2017.0,Jan,13.0,86.0,transporte
302,2017.0,Jan,13.0,120.0,transporte
303,2017.0,Jan,13.0,150.0,transporte
304,2017.0,Jan,13.0,190.0,salário e auxílio alimentação
305,2017.0,Jan,13.0,750.0,hospedagem e manutenção de canis
306,2017.0,Jan,13.0,232.5,"bazar, divulgação e tecnologias"
307,2017.0,Jan,13.0,2.6,outros
308,2017.0,Jan,16.0,96.03,transporte
309,2017.0,Jan,16.0,144.57,transporte
310,2017.0,Jan,16.0,320.0,"bazar, divulgação e tecnologias"
311,2017.0,Jan,16.0,190.0,hospedagem e manutenção de canis
312,2017.0,Jan,17.0,80.05,transporte
313,2017.0,Jan,17.0,6000.0,medicações e veterinário
314,2017.0,Jan,19.0,300.0,transporte
315,2017.0,Jan,20.0,3337.36,"taxas, tarifas e impostos"
316,2017.0,Jan,20.0,481.51,"taxas, tarifas e impostos"
317,2017.0,Jan,23.0,158.44,transporte
318,2017.0,Jan,23.0,37.6,"bazar, divulgação e tecnologias"
319,2017.0,Jan,23.0,72.0,"bazar, divulgação e tecnologias"
320,2017.0,Jan,23.0,3927.44,ração e agropecuária
321,2017.0,Jan,23.0,3820.16,ração e agropecuária
322,2017.0,Jan,24.0,163.7,transporte
323,2017.0,Jan,24.0,13.48,salário e auxílio alimentação
324,2017.0,Jan,24.0,21.4,salário e auxílio alimentação
325,2017.0,Jan,24.0,23.8,"bazar, divulgação e tecnologias"
326,2017.0,Jan,25.0,135.76,transporte
327,2017.0,Jan,26.0,308.0,medicações e veterinário
328,2017.0,Jan,26.0,150.0,salário e auxílio alimentação
329,2017.0,Jan,26.0,100.0,salário e auxílio alimentação
330,2017.0,Jan,26.0,60.0,transporte
331,2017.0,Jan,26.0,200.0,salário e auxílio alimentação
332,2017.0,Jan,26.0,2.4,"taxas, tarifas e impostos"
333,2017.0,Jan,27.0,110.0,"bazar, divulgação e tecnologias"
334,2017.0,Jan,27.0,47.6,"bazar, divulgação e tecnologias"
335,2017.0,Jan,30.0,156.0,transporte
336,2017.0,Jan,30.0,138.0,medicações e veterinário
337,2017.0,Jan,31.0,40.0,"bazar, divulgação e tecnologias"
338,2017.0,Jan,31.0,164.01,transporte
339,2017.0,Jan,31.0,71.33,transporte
340,2017.0,Feb,1.0,103.8,ração e agropecuária
341,2017.0,Feb,1.0,160.0,salário e auxílio alimentação
342,2017.0,Feb,1.0,350.0,"bazar, divulgação e tecnologias"
343,2017.0,Feb,1.0,4100.0,salário e auxílio alimentação
344,2017.0,Feb,1.0,3000.0,salário e auxílio alimentação
345,2017.0,Feb,1.0,8.8,"taxas, tarifas e impostos"
346,2017.0,Feb,2.0,23.8,"bazar, divulgação e tecnologias"
347,2017.0,Feb,2.0,318.02,"taxas, tarifas e impostos"
348,2017.0,Feb,2.0,85.0,hospedagem e manutenção de canis
349,2017.0,Feb,2.0,2000.0,salário e auxílio alimentação
350,2017.0,Feb,2.0,1587.22,transporte
351,2017.0,Feb,3.0,134.03,transporte
352,2017.0,Feb,3.0,294.7,transporte
353,2017.0,Feb,3.0,160.0,salário e auxílio alimentação
354,2017.0,Feb,3.0,750.0,hospedagem e manutenção de canis
355,2017.0,Feb,3.0,160.0,salário e auxílio alimentação
356,2017.0,Feb,3.0,2.4,"taxas, tarifas e impostos"
357,2017.0,Feb,6.0,147.95,suprimentos
358,2017.0,Feb,6.0,125.0,outros
359,2017.0,Feb,6.0,156.43,transporte
360,2017.0,Feb,6.0,15.0,salário e auxílio alimentação
361,2017.0,Feb,6.0,23.8,"bazar, divulgação e tecnologias"
362,2017.0,Feb,6.0,468.5,outros
363,2017.0,Feb,6.0,68.0,"taxas, tarifas e impostos"
364,2017.0,Feb,7.0,150.0,salário e auxílio alimentação
365,2017.0,Feb,7.0,350.0,ração e agropecuária
366,2017.0,Feb,7.0,50.0,ração e agropecuária
367,2017.0,Feb,7.0,70.0,medicações e veterinário
368,2017.0,Feb,8.0,149.93,transporte
369,2017.0,Feb,9.0,120.0,hospedagem e manutenção de canis
370,2017.0,Feb,9.0,150.0,salário e auxílio alimentação
371,2017.0,Feb,10.0,147.06,transporte
372,2017.0,Feb,10.0,232.5,"bazar, divulgação e tecnologias"
373,2017.0,Feb,13.0,130.95,transporte
374,2017.0,Feb,13.0,150.0,transporte
375,2017.0,Feb,14.0,105.52,transporte
376,2017.0,Feb,15.0,190.0,hospedagem e manutenção de canis
377,2017.0,Feb,16.0,200.0,ração e agropecuária
378,2017.0,Feb,17.0,166.87,transporte
379,2017.0,Feb,17.0,35.0,ração e agropecuária
380,2017.0,Feb,20.0,80.0,transporte
381,2017.0,Feb,20.0,150.0,transporte
382,2017.0,Feb,20.0,200.0,medicações e veterinário
383,2017.0,Feb,20.0,75.0,outros
384,2017.0,Feb,20.0,150.5,transporte
385,2017.0,Feb,20.0,52.45,outros
386,2017.0,Feb,20.0,3337.36,"taxas, tarifas e impostos"
387,2017.0,Feb,20.0,481.51,"taxas, tarifas e impostos"
388,2017.0,Feb,20.0,37.33,"taxas, tarifas e impostos"
389,2017.0,Feb,21.0,152.34,medicações e veterinário
390,2017.0,Feb,21.0,234.88,medicações e veterinário
391,2017.0,Feb,21.0,3000.0,medicações e veterinário
392,2017.0,Feb,21.0,8.8,"taxas, tarifas e impostos"
393,2017.0,Feb,22.0,19.9,suprimentos
394,2017.0,Feb,22.0,165.86,transporte
395,2017.0,Feb,22.0,150.0,hospedagem e manutenção de canis
396,2017.0,Feb,22.0,85.0,hospedagem e manutenção de canis
397,2017.0,Feb,23.0,157.43,medicações e veterinário
398,2017.0,Mar,1.0,156.49,transporte
399,2017.0,Mar,1.0,4100.0,salário e auxílio alimentação
400,2017.0,Mar,1.0,160.0,salário e auxílio alimentação
401,2017.0,Mar,1.0,89.38,"taxas, tarifas e impostos"
402,2017.0,Mar,1.0,2000.0,salário e auxílio alimentação
403,2017.0,Mar,1.0,160.0,salário e auxílio alimentação
404,2017.0,Mar,1.0,480.0,outros
405,2017.0,Mar,1.0,700.0,outros
406,2017.0,Mar,2.0,925.86,suprimentos
407,2017.0,Mar,2.0,86.54,outros
408,2017.0,Mar,2.0,417.35,medicações e veterinário
409,2017.0,Mar,3.0,243.1,"taxas, tarifas e impostos"
410,2017.0,Mar,3.0,350.0,outros
411,2017.0,Mar,3.0,2000.0,salário e auxílio alimentação
412,2017.0,Mar,6.0,129.06,transporte
413,2017.0,Mar,6.0,105.79,transporte
414,2017.0,Mar,6.0,350.0,medicações e veterinário
415,2017.0,Mar,6.0,150.0,salário e auxílio alimentação
416,2017.0,Mar,6.0,145.01,transporte
417,2017.0,Mar,6.0,480.25,outros
418,2017.0,Mar,6.0,68.0,"taxas, tarifas e impostos"
419,2017.0,Mar,8.0,145.0,transporte
420,2017.0,Mar,8.0,375.0,ração e agropecuária
421,2017.0,Mar,8.0,50.0,salário e auxílio alimentação
422,2017.0,Mar,8.0,85.0,hospedagem e manutenção de canis
423,2017.0,Mar,8.0,1587.22,transporte
424,2017.0,Mar,8.0,5807.55,ração e agropecuária
425,2017.0,Mar,8.0,8.8,"taxas, tarifas e impostos"
426,2017.0,Mar,10.0,162.93,transporte
427,2017.0,Mar,13.0,143.41,transporte
428,2017.0,Mar,13.0,160.0,salário e auxílio alimentação
429,2017.0,Mar,14.0,750.0,hospedagem e manutenção de canis
430,2017.0,Mar,15.0,190.0,hospedagem e manutenção de canis
431,2017.0,Mar,16.0,130.0,transporte
432,2017.0,Mar,17.0,190.0,outros
433,2017.0,Mar,20.0,89.9,transporte
434,2017.0,Mar,20.0,6.75,salário e auxílio alimentação
435,2017.0,Mar,20.0,12.0,outros
436,2017.0,Mar,20.0,123.28,transporte
437,2017.0,Mar,20.0,481.51,"taxas, tarifas e impostos"
438,2017.0,Mar,20.0,3337.36,"taxas, tarifas e impostos"
439,2017.0,Mar,20.0,1000.0,salário e auxílio alimentação
440,2017.0,Mar,20.0,8.8,outros
441,2017.0,Mar,22.0,150.0,transporte
442,2017.0,Mar,23.0,40.48,outros
443,2017.0,Mar,23.0,95.3,suprimentos
444,2017.0,Mar,23.0,153.63,transporte
445,2017.0,Mar,23.0,3500.0,medicações e veterinário
446,2017.0,Mar,23.0,8.8,outros
447,2017.0,Mar,24.0,85.0,hospedagem e manutenção de canis
448,2017.0,Mar,27.0,109.11,transporte
449,2017.0,Mar,27.0,150.0,outros
450,2017.0,Mar,28.0,101.96,transporte
451,2017.0,Mar,28.0,480.0,transporte
452,2017.0,Mar,29.0,29.5,suprimentos
453,2017.0,Mar,29.0,145.12,transporte
454,2017.0,Mar,29.0,100.0,medicações e veterinário
455,2017.0,Mar,30.0,150.0,salário e auxílio alimentação
456,2017.0,Mar,31.0,17.45,suprimentos
457,2017.0,Mar,31.0,5.0,transporte
458,2017.0,Mar,20.0,100.0,transporte
459,2017.0,Mar,20.0,100.0,transporte
460,2017.0,Mar,27.0,10.08,"taxas, tarifas e impostos"
461,2017.0,Mar,30.0,99.9,transporte
462,2017.0,Mar,28.0,50.0,medicações e veterinário
463,2017.0,Apr,3.0,160.62,transporte
464,2017.0,Apr,3.0,50.0,transporte
465,2017.0,Apr,3.0,160.0,salário e auxílio alimentação
466,2017.0,Apr,3.0,4100.0,salário e auxílio alimentação
467,2017.0,Apr,3.0,160.0,salário e auxílio alimentação
468,2017.0,Apr,3.0,2000.0,salário e auxílio alimentação
469,2017.0,Apr,3.0,160.0,salário e auxílio alimentação
470,2017.0,Apr,4.0,100.0,transporte
471,2017.0,Apr,5.0,3.43,salário e auxílio alimentação
472,2017.0,Apr,5.0,50.0,transporte
473,2017.0,Apr,5.0,5416.69,ração e agropecuária
474,2017.0,Apr,5.0,309.23,medicações e veterinário
475,2017.0,Apr,5.0,216.73,outros
476,2017.0,Apr,5.0,68.0,"taxas, tarifas e impostos"
477,2017.0,Apr,6.0,1587.22,transporte
478,2017.0,Apr,6.0,377.0,ração e agropecuária
479,2017.0,Apr,6.0,8.8,outros
480,2017.0,Apr,7.0,2700.0,salário e auxílio alimentação
481,2017.0,Apr,7.0,8.8,outros
482,2017.0,Apr,10.0,153.53,transporte
483,2017.0,Apr,10.0,50.0,transporte
484,2017.0,Apr,10.0,488.5,outros
485,2017.0,Apr,11.0,70.0,transporte
486,2017.0,Apr,11.0,750.0,hospedagem e manutenção de canis
487,2017.0,Apr,11.0,350.0,outros
488,2017.0,Apr,11.0,8.8,outros
489,2017.0,Apr,12.0,50.0,transporte
490,2017.0,Apr,12.0,150.0,salário e auxílio alimentação
491,2017.0,Apr,13.0,300.0,salário e auxílio alimentação
492,2017.0,Apr,17.0,50.0,transporte
493,2017.0,Apr,17.0,148.96,transporte
494,2017.0,Apr,17.0,86.84,transporte
495,2017.0,Apr,17.0,112.96,ração e agropecuária
496,2017.0,Apr,17.0,161.41,medicações e veterinário
497,2017.0,Apr,19.0,20.0,transporte
498,2017.0,Apr,20.0,160.0,transporte
499,2017.0,Apr,20.0,3337.36,"taxas, tarifas e impostos"
500,2017.0,Apr,20.0,481.51,"taxas, tarifas e impostos"
501,2017.0,Apr,20.0,11760.0,"taxas, tarifas e impostos"
502,2017.0,Apr,20.0,5000.0,medicações e veterinário
503,2017.0,Apr,20.0,8.8,outros
504,2017.0,Apr,20.0,8.8,outros
505,2017.0,Apr,24.0,52.5,suprimentos
506,2017.0,Apr,24.0,104.0,transporte
