,ano,mês,dia,despesas,favorecido
995,2017.0,Dec,20.0,75.31,transporte
996,2017.0,Dec,20.0,265.0,ração e agropecuária
997,2017.0,Dec,20.0,186.04,medicações e veterinário
998,2017.0,Dec,20.0,3434.43,"taxas, tarifas e impostos"
999,2017.0,Dec,20.0,520.2,"taxas, tarifas e impostos"
1000,2017.0,Dec,21.0,47.2,medicações e veterinário
1001,2017.0,Dec,22.0,80.0,transporte
1002,2017.0,Dec,22.0,193.38,suprimentos
1003,2017.0,Dec,22.0,40.7,outros
1004,2017.0,Dec,22.0,20.7,outros
1005,2017.0,Dec,22.0,1000.0,medicações e veterinário
1006,2017.0,Dec,22.0,9.4,outros
1007,2017.0,Dec,26.0,100.0,transporte
1008,2017.0,Dec,26.0,29.4,suprimentos
1009,2017.0,Dec,26.0,79.9,"bazar, divulgação e tecnologias"
1010,2017.0,Dec,26.0,102.0,transporte
1011,2017.0,Dec,26.0,24.9,transporte
1012,2017.0,Dec,26.0,100.0,ração e agropecuária
1013,2017.0,Dec,26.0,150.0,hospedagem e manutenção de canis
1014,2017.0,Dec,26.0,150.0,outros
1015,2017.0,Dec,26.0,10000.0,"taxas, tarifas e impostos"
1016,2017.0,Dec,27.0,300.0,"bazar, divulgação e tecnologias"
1017,2017.0,Dec,27.0,200.0,outros
1018,2017.0,Dec,27.0,186.04,medicações e veterinário
1019,2017.0,Dec,28.0,128.55,transporte
1020,2017.0,Dec,28.0,34.8,hospedagem e manutenção de canis
1021,2017.0,Dec,29.0,33.8,hospedagem e manutenção de canis
1022,2017.0,Dec,29.0,190.0,hospedagem e manutenção de canis
1023,2017.0,Dec,29.0,100.0,transporte
1024,2018.0,Jan,2.0,41.0,salário e auxílio alimentação
1025,2018.0,Jan,2.0,71.5,medicações e veterinário
1026,2018.0,Jan,2.0,19.88,suprimentos
1027,2018.0,Jan,2.0,156.41,transporte
1028,2018.0,Jan,2.0,38.99,suprimentos
1029,2018.0,Jan,2.0,100.0,transporte
1030,2018.0,Jan,2.0,42.5,suprimentos
1031,2018.0,Jan,2.0,100.0,"bazar, divulgação e tecnologias"
1032,2018.0,Jan,3.0,1000.0,salário e auxílio alimentação
1033,2018.0,Jan,4.0,110.57,transporte
1034,2018.0,Jan,5.0,786.5,transporte
1035,2018.0,Jan,5.0,300.0,suprimentos
1036,2018.0,Jan,5.0,4100.0,salário e auxílio alimentação
1037,2018.0,Jan,5.0,160.0,salário e auxílio alimentação
1038,2018.0,Jan,5.0,2120.0,salário e auxílio alimentação
1039,2018.0,Jan,5.0,160.0,salário e auxílio alimentação
1040,2018.0,Jan,5.0,468.5,outros
1041,2018.0,Jan,5.0,2120.0,salário e auxílio alimentação
1042,2018.0,Jan,5.0,160.0,salário e auxílio alimentação
1043,2018.0,Jan,5.0,9159.73,"taxas, tarifas e impostos"
1044,2018.0,Jan,5.0,1587.22,transporte
1045,2018.0,Jan,5.0,9.4,outros
1046,2018.0,Jan,8.0,154.36,transporte
1047,2018.0,Jan,8.0,500.0,hospedagem e manutenção de canis
1048,2018.0,Jan,8.0,71.0,"taxas, tarifas e impostos"
1049,2018.0,Jan,9.0,153.89,transporte
1050,2018.0,Jan,10.0,750.0,hospedagem e manutenção de canis
1051,2018.0,Jan,12.0,620.0,transporte
1052,2018.0,Jan,15.0,157.42,transporte
1053,2018.0,Jan,15.0,168.22,transporte
1054,2018.0,Jan,15.0,150.0,transporte
1055,2018.0,Jan,15.0,190.0,hospedagem e manutenção de canis
1056,2018.0,Jan,15.0,150.0,hospedagem e manutenção de canis
1057,2018.0,Jan,17.0,174.74,transporte
1058,2018.0,Jan,17.0,310.0,ração e agropecuária
1059,2018.0,Jan,18.0,100.0,ração e agropecuária
1060,2018.0,Jan,19.0,520.2,"taxas, tarifas e impostos"
1061,2018.0,Jan,19.0,3434.43,"taxas, tarifas e impostos"
1062,2018.0,Jan,22.0,13.3,medicações e veterinário
1063,2018.0,Jan,22.0,20.44,"taxas, tarifas e impostos"
1064,2018.0,Jan,23.0,850.0,outros
1065,2018.0,Jan,25.0,50.0,transporte
1066,2018.0,Jan,26.0,650.0,transporte
1067,2018.0,Jan,26.0,50.0,transporte
1068,2018.0,Jan,26.0,47.2,medicações e veterinário
1069,2018.0,Jan,26.0,50.0,transporte
1070,2018.0,Jan,26.0,20.0,outros
1071,2018.0,Jan,29.0,50.0,transporte
1072,2018.0,Jan,29.0,80.0,transporte
1073,2018.0,Jan,29.0,20.13,suprimentos
1074,2018.0,Jan,30.0,50.0,suprimentos
1075,2018.0,Jan,30.0,12.0,salário e auxílio alimentação
1076,2018.0,Jan,30.0,30.01,transporte
1077,2018.0,Jan,31.0,40.0,transporte
1078,2018.0,Feb,1.0,80.0,transporte
1079,2018.0,Feb,1.0,160.0,salário e auxílio alimentação
1080,2018.0,Feb,2.0,50.0,transporte
1081,2018.0,Feb,2.0,600.0,medicações e veterinário
1082,2018.0,Feb,5.0,30.0,transporte
1083,2018.0,Feb,5.0,100.0,transporte
1084,2018.0,Feb,5.0,160.0,hospedagem e manutenção de canis
1085,2018.0,Feb,5.0,30.0,hospedagem e manutenção de canis
1086,2018.0,Feb,5.0,4100.0,salário e auxílio alimentação
1087,2018.0,Feb,5.0,160.0,salário e auxílio alimentação
1088,2018.0,Feb,5.0,2120.0,salário e auxílio alimentação
1089,2018.0,Feb,5.0,3120.0,salário e auxílio alimentação
1090,2018.0,Feb,5.0,160.0,salário e auxílio alimentação
1091,2018.0,Feb,5.0,476.0,outros
1092,2018.0,Feb,5.0,73.4,"taxas, tarifas e impostos"
1093,2018.0,Feb,6.0,133.42,transporte
1094,2018.0,Feb,6.0,250.0,medicações e veterinário
1095,2018.0,Feb,7.0,342.45,ração e agropecuária
1096,2018.0,Feb,7.0,415.6,medicações e veterinário
1097,2018.0,Feb,7.0,251.54,hospedagem e manutenção de canis
1098,2018.0,Feb,8.0,18.1,salário e auxílio alimentação
1099,2018.0,Feb,8.0,100.0,transporte
1100,2018.0,Feb,8.0,47.46,"taxas, tarifas e impostos"
1101,2018.0,Feb,9.0,100.0,transporte
1102,2018.0,Feb,9.0,150.0,transporte
1103,2018.0,Feb,14.0,249.94,"bazar, divulgação e tecnologias"
1104,2018.0,Feb,14.0,30.0,transporte
1105,2018.0,Feb,14.0,50.0,transporte
1106,2018.0,Feb,14.0,50.0,transporte
1107,2018.0,Feb,14.0,415.6,medicações e veterinário
1108,2018.0,Feb,15.0,153.6,transporte
1109,2018.0,Feb,15.0,150.0,outros
1110,2018.0,Feb,15.0,190.0,"taxas, tarifas e impostos"
1111,2018.0,Feb,16.0,680.0,hospedagem e manutenção de canis
1112,2018.0,Feb,19.0,50.0,transporte
1113,2018.0,Feb,19.0,170.0,hospedagem e manutenção de canis
1114,2018.0,Feb,19.0,3434.43,"taxas, tarifas e impostos"
1115,2018.0,Feb,19.0,520.2,"taxas, tarifas e impostos"
1116,2018.0,Feb,20.0,129.76,transporte
1117,2018.0,Feb,20.0,95.0,"bazar, divulgação e tecnologias"
1118,2018.0,Feb,20.0,50.0,outros
1119,2018.0,Feb,20.0,20.0,transporte
1120,2018.0,Feb,21.0,31.3,suprimentos
1121,2018.0,Feb,21.0,150.0,hospedagem e manutenção de canis
1122,2018.0,Feb,21.0,251.54,hospedagem e manutenção de canis
1123,2018.0,Feb,22.0,17.15,ração e agropecuária
1124,2018.0,Feb,22.0,100.0,transporte
1125,2018.0,Feb,22.0,2.6,"taxas, tarifas e impostos"
1126,2018.0,Feb,23.0,37.9,transporte
1127,2018.0,Feb,23.0,24.01,ração e agropecuária
1128,2018.0,Feb,23.0,30.0,outros
1129,2018.0,Feb,23.0,452.04,outros
1130,2018.0,Feb,23.0,590.0,transporte
1131,2018.0,Feb,26.0,143.85,transporte
1132,2018.0,Feb,26.0,381.1,medicações e veterinário
1133,2018.0,Feb,26.0,26.9,medicações e veterinário
1134,2018.0,Feb,26.0,330.0,ração e agropecuária
1135,2018.0,Feb,26.0,100.0,ração e agropecuária
1136,2018.0,Feb,26.0,89.9,transporte
1137,2018.0,Feb,27.0,25.0,transporte
1138,2018.0,Feb,27.0,100.0,"bazar, divulgação e tecnologias"
1139,2018.0,Feb,27.0,80.0,transporte
1140,2018.0,Feb,27.0,50.0,outros
1141,2018.0,Feb,27.0,19.59,"taxas, tarifas e impostos"
1142,2018.0,Feb,28.0,200.0,salário e auxílio alimentação
1143,2018.0,Mar,1.0,130.0,transporte
1144,2018.0,Mar,2.0,70.0,transporte
1145,2018.0,Mar,5.0,8.95,outros
1146,2018.0,Mar,5.0,14.5,outros
1147,2018.0,Mar,5.0,31.9,suprimentos
1148,2018.0,Mar,5.0,170.0,transporte
1149,2018.0,Mar,5.0,50.0,salário e auxílio alimentação
1150,2018.0,Mar,5.0,500.0,hospedagem e manutenção de canis
1151,2018.0,Mar,5.0,73.4,"taxas, tarifas e impostos"
1152,2018.0,Mar,6.0,100.0,transporte
1153,2018.0,Mar,6.0,18.71,transporte
1154,2018.0,Mar,7.0,90.0,salário e auxílio alimentação
1155,2018.0,Mar,7.0,90.0,salário e auxílio alimentação
1156,2018.0,Mar,7.0,4100.0,salário e auxílio alimentação
1157,2018.0,Mar,7.0,160.0,salário e auxílio alimentação
1158,2018.0,Mar,7.0,2120.0,salário e auxílio alimentação
1159,2018.0,Mar,7.0,160.0,salário e auxílio alimentação
1160,2018.0,Mar,7.0,3120.0,salário e auxílio alimentação
1161,2018.0,Mar,7.0,160.0,salário e auxílio alimentação
1162,2018.0,Mar,7.0,150.0,transporte
1163,2018.0,Mar,8.0,35.38,medicações e veterinário
1164,2018.0,Mar,8.0,100.0,outros
1165,2018.0,Mar,8.0,476.0,outros
1166,2018.0,Mar,9.0,49.76,transporte
1167,2018.0,Mar,9.0,190.0,"taxas, tarifas e impostos"
1168,2018.0,Mar,9.0,1800.0,medicações e veterinário
1169,2018.0,Mar,9.0,9.7,outros
1170,2018.0,Mar,13.0,310.0,medicações e veterinário
1171,2018.0,Mar,14.0,52.15,salário e auxílio alimentação
1172,2018.0,Mar,14.0,50.0,salário e auxílio alimentação
1173,2018.0,Mar,14.0,50.0,salário e auxílio alimentação
1174,2018.0,Mar,14.0,70.0,transporte
1175,2018.0,Mar,15.0,50.0,transporte
1176,2018.0,Mar,15.0,31.99,salário e auxílio alimentação
1177,2018.0,Mar,15.0,100.0,transporte
1178,2018.0,Mar,16.0,450.0,hospedagem e manutenção de canis
1179,2018.0,Mar,19.0,28.0,transporte
1180,2018.0,Mar,19.0,167.45,transporte
1181,2018.0,Mar,19.0,430.0,transporte
1182,2018.0,Mar,19.0,190.0,hospedagem e manutenção de canis
1183,2018.0,Mar,20.0,310.0,ração e agropecuária
1184,2018.0,Mar,20.0,150.0,hospedagem e manutenção de canis
1185,2018.0,Mar,20.0,30.0,hospedagem e manutenção de canis
1186,2018.0,Mar,20.0,150.0,salário e auxílio alimentação
1187,2018.0,Mar,20.0,150.0,salário e auxílio alimentação
1188,2018.0,Mar,20.0,3434.43,"taxas, tarifas e impostos"
1189,2018.0,Mar,20.0,520.2,"taxas, tarifas e impostos"
1190,2018.0,Mar,20.0,6271.75,"taxas, tarifas e impostos"
1191,2018.0,Mar,20.0,9.7,outros
1192,2018.0,Mar,21.0,90.0,"bazar, divulgação e tecnologias"
1193,2018.0,Mar,21.0,200.0,hospedagem e manutenção de canis
1194,2018.0,Mar,21.0,150.0,salário e auxílio alimentação
1195,2018.0,Mar,21.0,150.0,salário e auxílio alimentação
1196,2018.0,Mar,22.0,71.87,transporte
1197,2018.0,Mar,22.0,378.0,transporte
1198,2018.0,Mar,22.0,20.22,"taxas, tarifas e impostos"
1199,2018.0,Mar,23.0,250.0,hospedagem e manutenção de canis
1200,2018.0,Mar,26.0,20.14,suprimentos
1201,2018.0,Mar,26.0,500.0,hospedagem e manutenção de canis
1202,2018.0,Mar,27.0,150.0,salário e auxílio alimentação
1203,2018.0,Mar,28.0,140.0,transporte
1204,2018.0,Mar,28.0,369.0,outros
1205,2018.0,Mar,29.0,150.0,transporte
1206,2018.0,Apr,2.0,37.99,suprimentos
1207,2018.0,Apr,2.0,312.01,transporte
1208,2018.0,Apr,2.0,54.82,transporte
1209,2018.0,Apr,2.0,137.55,suprimentos
1210,2018.0,Apr,2.0,149.9,suprimentos
1211,2018.0,Apr,2.0,87.03,suprimentos
1212,2018.0,Apr,2.0,160.0,salário e auxílio alimentação
1213,2018.0,Apr,2.0,50.0,salário e auxílio alimentação
1214,2018.0,Apr,3.0,30.0,salário e auxílio alimentação
1215,2018.0,Apr,3.0,50.0,salário e auxílio alimentação
1216,2018.0,Apr,3.0,380.0,hospedagem e manutenção de canis
1217,2018.0,Apr,4.0,141.93,transporte
1218,2018.0,Apr,4.0,51.52,transporte
1219,2018.0,Apr,4.0,50.0,salário e auxílio alimentação
1220,2018.0,Apr,5.0,4100.0,salário e auxílio alimentação
1221,2018.0,Apr,5.0,160.0,salário e auxílio alimentação
1222,2018.0,Apr,5.0,2120.0,salário e auxílio alimentação
1223,2018.0,Apr,5.0,160.0,salário e auxílio alimentação
1224,2018.0,Apr,5.0,3120.0,salário e auxílio alimentação
1225,2018.0,Apr,5.0,9.9,transporte
1226,2018.0,Apr,5.0,73.4,"taxas, tarifas e impostos"
1227,2018.0,Apr,5.0,476.0,outros
1228,2018.0,Apr,6.0,105.0,ração e agropecuária
1229,2018.0,Apr,6.0,21378.44,"taxas, tarifas e impostos"
1230,2018.0,Apr,6.0,190.0,hospedagem e manutenção de canis
1231,2018.0,Apr,6.0,389.0,transporte
1232,2018.0,Apr,6.0,1000.0,transporte
1233,2018.0,Apr,6.0,4503.0,ração e agropecuária
1234,2018.0,Apr,6.0,18.85,outros
1235,2018.0,Apr,9.0,50.0,salário e auxílio alimentação
1236,2018.0,Apr,9.0,150.0,transporte
1237,2018.0,Apr,10.0,45.6,ração e agropecuária
1238,2018.0,Apr,11.0,300.0,transporte
1239,2018.0,Apr,12.0,750.0,hospedagem e manutenção de canis
1240,2018.0,Apr,13.0,150.0,salário e auxílio alimentação
1241,2018.0,Apr,13.0,30.0,outros
1242,2018.0,Apr,13.0,60.0,outros
1243,2018.0,Apr,16.0,9.9,salário e auxílio alimentação
1244,2018.0,Apr,16.0,85.54,suprimentos
1245,2018.0,Apr,16.0,190.0,hospedagem e manutenção de canis
1246,2018.0,Apr,17.0,110.0,transporte
1247,2018.0,Apr,17.0,82.34,salário e auxílio alimentação
1248,2018.0,Apr,17.0,82.5,salário e auxílio alimentação
1249,2018.0,Apr,17.0,40.18,ração e agropecuária
1250,2018.0,Apr,17.0,100.0,transporte
1251,2018.0,Apr,18.0,109.99,transporte
1252,2018.0,Apr,18.0,310.0,ração e agropecuária
1253,2018.0,Apr,18.0,330.0,ração e agropecuária
1254,2018.0,Apr,18.0,120.0,hospedagem e manutenção de canis
1255,2018.0,Apr,19.0,88.15,transporte
1256,2018.0,Apr,19.0,50.0,transporte
1257,2018.0,Apr,19.0,100.0,transporte
1258,2018.0,Apr,19.0,250.0,transporte
1259,2018.0,Apr,20.0,40.74,suprimentos
1260,2018.0,Apr,20.0,3434.43,"taxas, tarifas e impostos"
1261,2018.0,Apr,20.0,520.2,"taxas, tarifas e impostos"
1262,2018.0,Apr,20.0,19.37,"taxas, tarifas e impostos"
1263,2018.0,Apr,23.0,78476.58,transporte
1264,2018.0,Apr,23.0,150.0,transporte
1265,2018.0,Apr,23.0,5.3,"taxas, tarifas e impostos"
1266,2018.0,Apr,24.0,15.0,salário e auxílio alimentação
1267,2018.0,Apr,24.0,31.99,suprimentos
1268,2018.0,Apr,25.0,50.0,outros
1269,2018.0,Apr,25.0,340.0,medicações e veterinário
1270,2018.0,Apr,25.0,1000.0,medicações e veterinário
1271,2018.0,Apr,25.0,42.45,"taxas, tarifas e impostos"
1272,2018.0,Apr,27.0,29.14,suprimentos
1273,2018.0,Apr,30.0,100.0,transporte
1274,2018.0,Apr,30.0,203.5,suprimentos
1275,2018.0,Apr,30.0,38.42,salário e auxílio alimentação
1276,2018.0,Apr,30.0,19.47,medicações e veterinário
1277,2018.0,Apr,30.0,100.0,transporte
1278,2018.0,Apr,30.0,100.45,outros
1279,2018.0,Apr,30.0,94.2,suprimentos
1280,2018.0,Apr,30.0,89.0,hospedagem e manutenção de canis
1281,2018.0,May,2.0,175.0,transporte
1282,2018.0,May,2.0,160.0,salário e auxílio alimentação
1283,2018.0,May,3.0,10.0,outros
1284,2018.0,May,3.0,13.2,outros
1285,2018.0,May,3.0,160.0,transporte
1286,2018.0,May,3.0,80.0,transporte
1287,2018.0,May,4.0,12.98,suprimentos
1288,2018.0,May,4.0,209.0,transporte
1289,2018.0,May,7.0,136.06,transporte
1290,2018.0,May,7.0,250.0,salário e auxílio alimentação
1291,2018.0,May,7.0,160.0,salário e auxílio alimentação
1292,2018.0,May,7.0,10.0,outros
1293,2018.0,May,7.0,1700.0,salário e auxílio alimentação
1294,2018.0,May,7.0,4100.0,salário e auxílio alimentação
1295,2018.0,May,7.0,80.0,hospedagem e manutenção de canis
1296,2018.0,May,7.0,160.0,salário e auxílio alimentação
1297,2018.0,May,7.0,735.88,transporte
1298,2018.0,May,7.0,73.4,"taxas, tarifas e impostos"
1299,2018.0,May,8.0,20.0,"bazar, divulgação e tecnologias"
1300,2018.0,May,8.0,433.0,medicações e veterinário
1301,2018.0,May,8.0,80.0,transporte
1302,2018.0,May,8.0,190.0,hospedagem e manutenção de canis
1303,2018.0,May,8.0,420.0,salário e auxílio alimentação
1304,2018.0,May,8.0,3120.0,salário e auxílio alimentação
1305,2018.0,May,9.0,543.5,ração e agropecuária
1306,2018.0,May,9.0,37.6,salário e auxílio alimentação
1307,2018.0,May,9.0,145.0,transporte
1308,2018.0,May,10.0,18.85,suprimentos
1309,2018.0,May,10.0,750.0,hospedagem e manutenção de canis
1310,2018.0,May,10.0,5000.0,"taxas, tarifas e impostos"
1311,2018.0,May,10.0,9.7,"taxas, tarifas e impostos"
1312,2018.0,May,14.0,94.87,suprimentos
1313,2018.0,May,14.0,160.0,transporte
1314,2018.0,May,14.0,32.57,salário e auxílio alimentação
1315,2018.0,May,15.0,584.3,outros
1316,2018.0,May,16.0,4612.97,ração e agropecuária
1317,2018.0,May,17.0,80.0,transporte
1318,2018.0,May,18.0,30.0,hospedagem e manutenção de canis
1319,2018.0,May,18.0,3434.43,"taxas, tarifas e impostos"
1320,2018.0,May,18.0,520.2,"taxas, tarifas e impostos"
1321,2018.0,May,21.0,268.0,suprimentos
1322,2018.0,May,21.0,59.9,ração e agropecuária
1323,2018.0,May,21.0,200.0,outros
1324,2018.0,May,22.0,239.7,ração e agropecuária
1325,2018.0,May,22.0,16.4,salário e auxílio alimentação
1326,2018.0,May,22.0,100.0,transporte
1327,2018.0,May,22.0,6.75,salário e auxílio alimentação
1328,2018.0,May,22.0,150.0,salário e auxílio alimentação
1329,2018.0,May,22.0,50.0,medicações e veterinário
1330,2018.0,May,22.0,20.36,"taxas, tarifas e impostos"
1331,2018.0,May,24.0,60.8,outros
1332,2018.0,May,24.0,133.5,ração e agropecuária
1333,2018.0,May,25.0,216.0,medicações e veterinário
1334,2018.0,May,25.0,447.1,outros
1335,2018.0,May,29.0,12.4,ração e agropecuária
1336,2018.0,May,29.0,70.0,transporte
1337,2018.0,May,29.0,476.0,outros
1338,2018.0,May,30.0,200.0,transporte
1339,2018.0,Jun,1.0,29.77,medicações e veterinário
1340,2018.0,Jun,4.0,50.0,transporte
1341,2018.0,Jun,4.0,39.77,salário e auxílio alimentação
1342,2018.0,Jun,4.0,20.9,salário e auxílio alimentação
1343,2018.0,Jun,4.0,170.0,transporte
1344,2018.0,Jun,4.0,250.0,ração e agropecuária
1345,2018.0,Jun,4.0,100.0,ração e agropecuária
1346,2018.0,Jun,4.0,50.0,outros
1347,2018.0,Jun,4.0,160.0,salário e auxílio alimentação
1348,2018.0,Jun,5.0,22.5,ração e agropecuária
1349,2018.0,Jun,5.0,41.94,suprimentos
1350,2018.0,Jun,5.0,37.9,salário e auxílio alimentação
1351,2018.0,Jun,5.0,4100.0,salário e auxílio alimentação
1352,2018.0,Jun,5.0,160.0,salário e auxílio alimentação
1353,2018.0,Jun,5.0,2120.0,salário e auxílio alimentação
1354,2018.0,Jun,5.0,160.0,salário e auxílio alimentação
1355,2018.0,Jun,5.0,4360.0,"taxas, tarifas e impostos"
1356,2018.0,Jun,5.0,73.4,"taxas, tarifas e impostos"
1357,2018.0,Jun,5.0,9.7,outros
1358,2018.0,Jun,6.0,3120.0,salário e auxílio alimentação
1359,2018.0,Jun,6.0,476.0,outros
1360,2018.0,Jun,6.0,9.7,outros
1361,2018.0,Jun,6.0,82.0,ração e agropecuária
1362,2018.0,Jun,7.0,68.98,ração e agropecuária
1363,2018.0,Jun,7.0,166.65,transporte
1364,2018.0,Jun,7.0,190.0,hospedagem e manutenção de canis
1365,2018.0,Jun,8.0,335.42,suprimentos
1366,2018.0,Jun,8.0,337.9,suprimentos
1367,2018.0,Jun,8.0,75.4,outros
1368,2018.0,Jun,11.0,29.0,salário e auxílio alimentação
1369,2018.0,Jun,11.0,79.89,suprimentos
1370,2018.0,Jun,11.0,503.1,hospedagem e manutenção de canis
1371,2018.0,Jun,11.0,21.08,"taxas, tarifas e impostos"
1372,2018.0,Jun,12.0,161.76,transporte
1373,2018.0,Jun,12.0,750.0,hospedagem e manutenção de canis
1374,2018.0,Jun,13.0,135.7,suprimentos
1375,2018.0,Jun,13.0,36.86,outros
1376,2018.0,Jun,13.0,150.0,salário e auxílio alimentação
1377,2018.0,Jun,14.0,2000.0,outros
1378,2018.0,Jun,15.0,11.65,salário e auxílio alimentação
1379,2018.0,Jun,15.0,79.25,suprimentos
1380,2018.0,Jun,15.0,100.0,transporte
1381,2018.0,Jun,15.0,400.0,hospedagem e manutenção de canis
1382,2018.0,Jun,15.0,400.0,outros
1383,2018.0,Jun,15.0,735.29,transporte
1384,2018.0,Jun,18.0,115.51,transporte
1385,2018.0,Jun,18.0,50.0,salário e auxílio alimentação
1386,2018.0,Jun,18.0,300.0,outros
1387,2018.0,Jun,18.0,190.0,hospedagem e manutenção de canis
1388,2018.0,Jun,19.0,20.0,salário e auxílio alimentação
1389,2018.0,Jun,20.0,3434.43,"taxas, tarifas e impostos"
1390,2018.0,Jun,20.0,520.2,"taxas, tarifas e impostos"
1391,2018.0,Jun,21.0,50.0,salário e auxílio alimentação
1392,2018.0,Jun,25.0,31.94,outros
1393,2018.0,Jun,,50.0,transporte
1394,2018.0,Jun,27.0,50.0,transporte
1395,2018.0,Jun,27.0,5165.85,ração e agropecuária
1396,2018.0,Jun,28.0,50.0,transporte
1397,2018.0,Jun,28.0,343.6,medicações e veterinário
1398,2018.0,Jun,28.0,75.98,ração e agropecuária
1399,2018.0,Jun,28.0,100.0,transporte
1400,2018.0,Jun,29.0,100.0,transporte
1401,2018.0,Jun,29.0,200.0,hospedagem e manutenção de canis
1402,2018.0,Jun,29.0,150.0,outros
1403,2018.0,Jul,2.0,148.13,transporte
1404,2018.0,Jul,3.0,36.9,ração e agropecuária
1405,2018.0,Jul,3.0,44.75,salário e auxílio alimentação
1406,2018.0,Jul,4.0,200.0,hospedagem e manutenção de canis
1407,2018.0,Jul,5.0,27.35,salário e auxílio alimentação
1408,2018.0,Jul,5.0,73.4,"taxas, tarifas e impostos"
1409,2018.0,Jul,6.0,50.0,transporte
1410,2018.0,Jul,6.0,96.21,transporte
1411,2018.0,Jul,6.0,69.8,suprimentos
1412,2018.0,Jul,6.0,2107.0,salário e auxílio alimentação
1413,2018.0,Jul,6.0,1993.0,salário e auxílio alimentação
1414,2018.0,Jul,6.0,100.0,salário e auxílio alimentação
1415,2018.0,Jul,6.0,1090.0,salário e auxílio alimentação
1416,2018.0,Jul,6.0,1030.0,salário e auxílio alimentação
1417,2018.0,Jul,6.0,100.0,salário e auxílio alimentação
1418,2018.0,Jul,6.0,476.0,outros
1419,2018.0,Jul,6.0,200.0,transporte
1420,2018.0,Jul,9.0,25.0,medicações e veterinário
1421,2018.0,Jul,9.0,240.0,outros
1422,2018.0,Jul,10.0,137.0,transporte
1423,2018.0,Jul,10.0,500.0,salário e auxílio alimentação
1424,2018.0,Jul,11.0,76.59,medicações e veterinário
1425,2018.0,Jul,12.0,21.0,ração e agropecuária
1426,2018.0,Jul,12.0,144.02,transporte
1427,2018.0,Jul,12.0,32.2,salário e auxílio alimentação
1428,2018.0,Jul,12.0,100.0,medicações e veterinário
1429,2018.0,Jul,16.0,153.8,ração e agropecuária
1430,2018.0,Jul,16.0,27.0,salário e auxílio alimentação
1431,2018.0,Jul,16.0,50.0,transporte
1432,2018.0,Jul,16.0,69.9,suprimentos
1433,2018.0,Jul,16.0,735.88,transporte
1434,2018.0,Jul,17.0,40.0,transporte
1435,2018.0,Jul,17.0,300.0,hospedagem e manutenção de canis
1436,2018.0,Jul,19.0,14.74,suprimentos
1437,2018.0,Jul,20.0,100.0,transporte
1438,2018.0,Jul,20.0,1677.62,"taxas, tarifas e impostos"
1439,2018.0,Jul,20.0,16.46,"taxas, tarifas e impostos"
1440,2018.0,Jul,20.0,22.32,"taxas, tarifas e impostos"
1441,2018.0,Jul,23.0,19.57,medicações e veterinário
1442,2018.0,Jul,23.0,40.0,transporte
1443,2018.0,Jul,23.0,7.5,outros
1444,2018.0,Jul,24.0,76.2,suprimentos
1445,2018.0,Jul,24.0,0.35,"taxas, tarifas e impostos"
1446,2018.0,Jul,25.0,100.0,salário e auxílio alimentação
1447,2018.0,Jul,25.0,55.5,"taxas, tarifas e impostos"
1448,2018.0,Jul,25.0,308.0,ração e agropecuária
1449,2018.0,Jul,26.0,50.0,transporte
1450,2018.0,Jul,26.0,200.0,salário e auxílio alimentação
1451,2018.0,Jul,27.0,79.0,ração e agropecuária
1452,2018.0,Jul,30.0,4.15,salário e auxílio alimentação
1453,2018.0,Jul,30.0,16.95,salário e auxílio alimentação
1454,2018.0,Jul,30.0,190.0,hospedagem e manutenção de canis
1455,2018.0,Jul,31.0,74.9,suprimentos
1456,2018.0,Jul,31.0,803.0,salário e auxílio alimentação
1457,2018.0,Jul,31.0,1517.0,salário e auxílio alimentação
1458,2018.0,Jul,31.0,80.0,salário e auxílio alimentação
1459,2018.0,Aug,1.0,200.0,outros
1460,2018.0,Aug,1.0,100.0,salário e auxílio alimentação
1461,2018.0,Aug,2.0,100.0,transporte
1462,2018.0,Aug,2.0,20.0,ração e agropecuária
1463,2018.0,Aug,2.0,14.17,salário e auxílio alimentação
1464,2018.0,Aug,3.0,480.0,hospedagem e manutenção de canis
1465,2018.0,Aug,6.0,50.0,transporte
1466,2018.0,Aug,6.0,139.9,ração e agropecuária
1467,2018.0,Aug,6.0,63.7,salário e auxílio alimentação
1468,2018.0,Aug,6.0,30.0,transporte
1469,2018.0,Aug,6.0,14.98,suprimentos
1470,2018.0,Aug,6.0,476.0,outros
1471,2018.0,Aug,6.0,9.68,"taxas, tarifas e impostos"
1472,2018.0,Aug,7.0,2107.0,salário e auxílio alimentação
1473,2018.0,Aug,7.0,1090.0,salário e auxílio alimentação
1474,2018.0,Aug,7.0,1003.0,salário e auxílio alimentação
1475,2018.0,Aug,7.0,66.32,"taxas, tarifas e impostos"
1476,2018.0,Aug,7.0,100.0,salário e auxílio alimentação
1477,2018.0,Aug,7.0,100.0,salário e auxílio alimentação
1478,2018.0,Aug,8.0,50.0,transporte
1479,2018.0,Aug,8.0,50.0,transporte
1480,2018.0,Aug,10.0,31.95,suprimentos
1481,2018.0,Aug,10.0,40.0,transporte
1482,2018.0,Aug,10.0,100.0,transporte
1483,2018.0,Aug,13.0,50.0,transporte
1484,2018.0,Aug,13.0,16.3,salário e auxílio alimentação
1485,2018.0,Aug,13.0,8.49,salário e auxílio alimentação
